id_voto,id_animal_votante,id_local,id_candidato
379,9080,85,5385
380,9144,86,81
381,9686,86,5385
382,9791,86,5385
383,42,87,81
384,214,87,5385
385,417,88,81
386,503,89,5385
387,847,89,81
388,1723,89,81
389,2294,89,81
390,2411,90,5385
391,2866,90,81
392,3572,91,5385
393,3675,91,81
394,3725,91,5385
395,3960,91,5385
396,4445,92,5385
397,5541,92,5385
398,6467,93,81
399,7298,93,81
400,7313,93,81
401,7399,93,5385
402,7977,93,81
403,8112,94,81
404,8404,94,5385
405,8596,94,5385
406,8678,94,5385
407,9251,94,81
408,9252,94,5385
409,9270,94,81
410,9672,95,5385
411,9675,95,5385
412,364,96,81
413,391,97,5385
414,748,97,81
415,798,97,5385
416,1096,97,5385
417,1829,97,81
418,1862,97,81
419,2093,97,81
420,2194,97,5385
421,2359,97,5385
422,2515,97,81
423,3647,97,81
424,4148,98,81
425,4250,98,5385
426,4385,99,5385
427,5085,99,5385
428,5385,99,81
429,5741,100,81
430,6175,100,81
431,6411,100,81
432,7717,100,81
433,7908,101,5385
434,7972,101,81
435,8132,101,5385
436,8821,101,81
437,9269,102,81
438,9295,102,81
439,9611,102,81
440,9698,103,81
441,431,104,5385
442,472,104,5385
443,888,104,5385
444,1021,104,81
445,1107,105,5385
446,3542,105,81
447,4098,105,5385
448,4178,105,5385
449,4247,106,5385
450,4451,107,5385
451,4470,107,81
452,5136,108,5385
453,6068,108,5385
454,6071,108,5385
455,6500,109,5385
456,7042,109,5385
457,7283,109,81
458,7411,109,5385
459,7457,109,81
460,8302,109,81
461,8443,109,81
462,8735,109,5385
463,8816,109,5385
464,8830,109,81
465,9253,109,5385
466,103,110,81
467,336,110,5385
468,505,111,81
469,597,111,81
470,741,111,81
471,871,112,5385
472,1145,112,81
473,1529,112,81
474,1738,112,81
475,1801,112,81
476,2035,112,81
477,2156,113,5385
478,3720,113,81
479,4863,114,5385
480,5229,114,81
481,5309,114,5385
482,5529,115,5385
483,5886,115,81
484,6419,115,81
485,6433,115,5385
486,6516,115,5385
487,6678,115,81
488,6710,115,81
489,6899,116,81
490,6949,116,5385
491,7376,116,5385
492,7571,116,5385
493,7616,116,5385
494,7904,117,81
495,8145,117,81
496,8402,118,81
497,8491,118,81
498,9639,118,81
499,81,119,81
500,618,119,81
501,711,119,5385
502,999,119,5385
503,1089,120,81
504,1199,120,81
505,1914,121,81
506,2940,121,5385
507,2945,121,5385
508,3123,122,5385
509,3436,122,5385
510,3864,123,81
511,4051,123,5385
512,4257,123,81
513,4749,123,5385
514,5253,123,5385
515,6105,123,81
516,6125,123,5385
517,6857,124,81
518,7412,124,81
519,8068,124,81
520,8107,124,5385
521,8335,124,5385
522,8820,124,5385
523,8904,124,5385
524,8925,124,5385
525,9142,125,81
526,9194,125,5385
527,9332,125,5385
528,9405,126,5385
529,614,128,1006
530,622,128,2042
531,1664,128,531
532,2213,128,2042
533,2238,128,2042
534,2825,128,1006
535,2950,129,531
536,3287,129,1006
537,3477,130,2042
538,3546,130,531
539,4146,130,2042
540,4306,130,531
541,4464,131,2042
542,4593,131,1006
543,6793,131,2042
544,7084,131,2042
545,7207,131,2042
546,7482,131,531
547,7715,131,531
548,7755,131,531
549,8169,132,1006
550,8758,132,531
551,9447,132,1006
552,9980,132,1006
553,146,133,531
554,497,133,2042
555,531,133,1006
556,776,133,1006
557,1104,134,2042
558,1437,134,1006
559,1677,134,1006
560,1788,134,1006
561,1790,134,2042
562,2016,134,1006
563,2182,134,531
564,2259,134,1006
565,2355,134,2042
566,2489,135,1006
567,2849,135,2042
568,2955,135,2042
569,3363,135,1006
570,3439,135,1006
571,3579,135,2042
572,4488,135,531
573,4910,135,1006
574,5171,135,1006
575,5318,135,1006
576,5632,136,1006
577,5752,136,2042
578,5895,136,531
579,6077,136,531
580,6521,136,2042
581,6624,136,2042
582,6898,136,2042
583,7314,137,1006
584,7978,138,531
585,8030,138,2042
586,8544,139,1006
587,9017,139,2042
588,9123,139,1006
589,9206,139,1006
590,9319,139,2042
591,9419,139,531
592,424,140,2042
593,575,140,2042
594,577,140,531
595,795,140,2042
596,842,140,2042
597,1006,140,1006
598,2042,140,1006
599,2513,140,1006
600,3352,140,531
601,3738,141,531
602,4796,141,2042
603,4986,141,531
604,4991,141,1006
605,5042,141,2042
606,5258,142,531
607,5280,142,531
608,5567,142,1006
609,5608,143,2042
610,5900,143,2042
611,5987,143,2042
612,6096,144,531
613,6420,145,1006
614,6855,145,531
615,6912,145,2042
616,7522,145,1006
617,7707,145,531
618,8419,146,2042
619,8595,146,2042
620,9254,146,1006
621,9629,147,1006
622,249,148,2042
623,620,148,1006
624,768,148,1006
625,885,148,531
626,1084,148,2042
627,1434,149,2042
628,1804,149,2042
629,1993,149,2042
630,3284,149,531
631,3498,149,2042
632,3583,149,1006
633,3702,149,531
634,3790,149,1006
635,3988,149,531
636,4484,150,2042
637,5316,151,531
638,6741,151,2042
639,7300,151,2042
640,7437,151,2042
641,7962,151,1006
642,8776,152,531
643,9434,152,2042
644,9665,152,2042
645,263,154,2042
646,346,154,2042
647,1061,155,531
648,1082,156,1006
649,1252,157,531
650,2167,157,1006
651,2854,157,531
652,2874,158,2042
653,3028,158,2042
654,3218,158,531
655,3346,158,2042
656,3693,158,2042
657,3945,158,531
658,3969,158,531
659,4009,158,2042
660,4482,158,531
661,4739,158,1006
662,5070,158,2042
663,5154,158,2042
664,5497,158,2042
665,5609,158,1006
666,5643,158,2042
667,5708,158,1006
668,5743,158,531
669,6633,159,531
670,7138,160,531
671,7742,160,2042
672,8305,160,1006
673,8915,160,1006
674,9079,160,2042
675,9136,160,531
676,9499,161,2042
677,128,162,2042
678,289,163,1006
679,353,163,531
680,605,164,1006
681,668,164,531
682,794,164,531
683,1035,165,2042
684,1099,165,2042
685,1185,165,531
686,1347,165,1006
687,1624,165,531
688,1830,165,1006
689,2162,165,1006
690,2624,165,531
691,3221,165,1006
692,3228,165,2042
693,3276,165,2042
694,3838,166,531
695,4162,166,1006
696,4401,166,1006
697,4573,166,1006
698,4595,166,531
699,4632,166,531
700,4858,166,531
701,5014,166,1006
702,5024,166,1006
703,5978,167,2042
704,7058,167,2042
705,7323,167,531
706,7607,167,531
707,7784,167,531
708,7884,167,531
709,8959,167,2042
710,9096,167,1006
711,9159,168,2042
712,9186,168,531
713,357,169,6493
714,378,169,9330
715,552,170,8094
716,1816,170,6493
717,1877,170,8094
718,2019,170,6493
719,2281,170,8094
720,2563,170,6493
721,3118,170,6493
722,4346,171,9330
723,4715,172,8094
724,5095,172,8094
725,5354,173,6493
726,6623,173,9330
727,7028,173,9330
728,7580,173,8094
729,8274,173,9330
730,9051,173,8094
731,9299,174,6493
732,9330,175,9330
733,153,176,8094
734,495,176,8094
735,707,176,6493
736,726,177,9330
737,1335,177,9330
738,1336,178,6493
739,2537,179,9330
740,3783,179,6493
741,3927,179,9330
742,4466,179,6493
743,5277,180,8094
744,5597,180,9330
745,5618,180,8094
746,5665,180,6493
747,6050,180,9330
748,6289,180,9330
749,6351,180,6493
750,6493,180,9330
751,6577,181,6493
752,6629,182,8094
753,6735,182,8094
754,7043,183,8094
755,7463,184,6493
756,7695,184,9330
757,7801,185,8094
758,7809,185,8094
759,8094,185,8094
760,8181,185,9330
761,8250,185,8094
762,8392,185,9330
763,8575,185,6493
764,8608,185,9330
765,8681,185,6493
766,8744,185,9330
767,8834,185,6493
768,9536,186,6493
769,9758,187,6493
770,9886,187,9330
771,229,188,3482
772,406,189,4018
773,474,190,4018
774,582,191,4018
775,695,191,4018
776,945,192,4018
777,1470,193,2818
778,1925,193,3482
779,2044,193,3482
780,2142,193,3482
781,2818,194,4018
782,2927,194,2818
783,3301,194,4018
784,3482,194,3482
785,3633,195,4018
786,3709,195,3482
787,3891,195,2818
788,3948,195,4018
789,4018,195,2818
790,4175,195,4018
791,4341,195,2818
792,5440,195,3482
793,5698,195,2818
794,5763,195,3482
795,6384,196,3482
796,6442,197,4018
797,6962,198,2818
798,6970,198,4018
799,7497,199,4018
800,7709,199,4018
801,8015,199,2818
802,8462,199,2818
803,8710,199,4018
804,9392,199,2818
805,9730,199,3482
806,9770,199,4018
807,9827,199,4018
808,109,200,3389
809,526,201,3389
810,1389,201,3389
811,1570,202,1969
812,2851,203,1969
813,3815,204,3389
814,4212,205,3389
815,4462,205,3389
816,4615,205,1969
817,5011,205,3389
818,5860,206,3389
819,6611,206,3389
820,7676,206,1969
821,7680,206,1969
822,7875,206,3389
823,8058,206,1969
824,8346,206,3389
825,8625,206,3389
826,9288,206,3389
827,23,208,3389
828,321,208,1969
829,664,209,1969
830,698,210,3389
831,904,210,3389
832,1419,210,3389
833,1969,211,1969
834,2017,211,1969
835,2200,211,1969
836,2441,212,3389
837,3063,212,1969
838,3189,212,1969
839,3247,212,1969
840,3389,212,3389
841,3476,212,1969
842,3756,212,3389
843,4245,212,3389
844,4268,212,1969
845,4894,213,3389
846,5139,213,3389
847,7229,213,1969
848,7307,214,3389
849,7360,214,1969
850,7592,215,1969
851,8548,215,3389
852,8778,215,1969
853,8812,215,3389
854,9520,216,1969
855,9578,216,3389
856,17,217,1969
857,326,217,1969
858,743,217,3389
859,1384,217,1969
860,1445,217,1969
861,1867,217,1969
862,1917,218,1969
863,2237,218,3389
864,2704,218,3389
865,3635,218,1969
866,4099,218,3389
867,4190,218,1969
868,4741,218,3389
869,4869,218,1969
870,4965,219,1969
871,5425,219,1969
872,5473,220,1969
873,6119,220,1969
874,6397,220,1969
875,6936,220,1969
876,7127,220,3389
877,7296,220,3389
878,7940,220,3389
879,9413,220,1969
880,9765,220,1969
881,9846,220,1969
882,54,221,7599
883,558,222,9272
884,987,222,7599
885,1388,222,9272
886,1498,222,9272
887,1565,222,7599
888,1803,222,9272
889,1820,222,9272
890,1831,222,9272
891,1861,223,9272
892,2107,223,7599
893,3317,223,9272
894,3404,223,9272
895,3741,223,9272
896,3747,223,7599
897,3957,223,9272
898,4080,223,9272
899,5148,223,9272
900,5392,223,9272
901,5684,223,7599
902,5745,224,9272
903,6538,224,7599
904,6964,224,7599
905,7382,224,9272
906,7599,224,7599
907,7783,225,9272
908,7805,225,7599
909,7946,225,9272
910,8157,226,9272
911,8266,226,9272
912,9272,227,7599
913,921,228,9272
914,1023,228,9272
915,1358,228,7599
916,3472,228,7599
917,3786,229,7599
918,4652,229,7599
919,5434,229,9272
920,5524,229,9272
921,5689,229,9272
922,5778,229,7599
923,6343,229,9272
924,6389,229,7599
925,6556,230,9272
926,7175,231,9272
927,7320,231,7599
928,8148,231,7599
929,8500,232,7599
930,8832,232,9272
931,9289,232,9272
932,9388,232,7599
933,9437,233,7599
934,29,234,2796
935,62,234,6062
936,965,234,7461
937,967,234,2796
938,1198,234,6062
939,1633,234,7461
940,2020,234,7461
941,2207,234,7461
942,2362,234,2796
943,2553,234,7461
944,2796,234,7461
945,2905,234,2796
946,3373,234,2796
947,3496,234,6062
948,3588,234,2796
949,4016,234,2796
950,4289,234,2796
951,4477,234,6062
952,4852,235,2796
953,5129,235,2796
954,5621,235,6062
955,5714,235,2796
956,5760,235,6062
957,5800,236,2796
958,6042,236,6062
959,6062,236,2796
960,6651,236,2796
961,6820,236,6062
962,7433,236,2796
963,7461,236,2796
964,7743,237,7461
965,8940,238,7461
966,9001,238,2796
967,9583,238,6062
968,426,239,2796
969,514,239,7461
970,1238,239,6062
971,1666,239,2796
972,1911,240,7461
973,1987,240,2796
974,2528,240,6062
975,2883,240,7461
976,2920,240,6062
977,3103,241,6062
978,3829,241,2796
979,3928,242,6062
980,4005,242,2796
981,4694,242,6062
982,5037,242,6062
983,5041,242,7461
984,5113,242,6062
985,5114,242,6062
986,5889,242,6062
987,6238,242,2796
988,6260,242,6062
989,7236,242,6062
990,7262,242,6062
991,8032,242,6062
992,8199,243,6062
993,9161,243,6062
994,9445,243,7461
995,1554,244,7924
996,2285,244,5533
997,2508,245,7924
998,3065,245,5533
999,3210,245,5533
1000,3453,246,7924
1001,3484,246,5533
1002,4074,246,5533
1003,5352,246,7924
1004,5533,246,5533
1005,5559,246,7924
1006,5939,246,7924
1007,6340,246,5533
1008,6422,246,5533
1009,6851,247,7924
1010,7270,247,5533
1011,7373,247,5533
1012,7687,247,7924
1013,7704,247,7924
1014,7924,247,7924
1015,8133,248,5533
1016,8664,248,7924
1017,8909,248,7924
1018,9555,248,7924
1019,9632,249,7924
1020,9931,249,7924
1021,453,250,6626
1022,546,250,5770
1023,875,250,5770
1024,878,251,5770
1025,998,251,6626
1026,1063,251,6626
1027,1178,251,8603
1028,1951,251,5770
1029,2078,251,6626
1030,2151,251,5770
1031,3058,252,5770
1032,4314,252,5770
1033,4779,252,8603
1034,4999,253,6626
1035,5057,253,5770
1036,5109,254,5770
1037,5404,254,8603
1038,5568,254,8603
1039,6335,254,8603
1040,6795,254,5770
1041,6798,255,5770
1042,7264,255,8603
1043,7496,255,5770
1044,7652,256,8603
1045,7692,256,6626
1046,7923,256,8603
1047,8418,256,5770
1048,8653,256,6626
1049,8806,256,5770
1050,9488,257,8603
1051,9676,257,5770
1052,9944,257,6626
1053,1124,259,6626
1054,1227,260,6626
1055,1950,260,6626
1056,3296,260,8603
1057,3726,260,6626
1058,3907,260,8603
1059,4164,261,5770
1060,4241,261,5770
1061,4332,261,5770
1062,4905,261,5770
1063,4941,261,5770
1064,5659,261,5770
1065,5980,261,8603
1066,6390,261,8603
1067,8162,261,6626
1068,8279,261,8603
1069,8307,261,6626
1070,8719,261,6626
1071,8780,261,8603
1072,8913,262,6626
1073,9172,262,5770
1074,168,263,6626
1075,457,263,5770
1076,1200,263,8603
1077,1892,263,6626
1078,2119,263,5770
1079,2349,263,5770
1080,2373,263,8603
1081,3580,264,5770
1082,4620,264,5770
1083,5001,264,8603
1084,5517,264,8603
1085,5770,264,5770
1086,6578,264,8603
1087,6626,264,8603
1088,7969,264,6626
1089,8585,264,6626
1090,8603,264,8603
1091,8707,265,8603
1092,8987,265,5770
1093,9044,265,5770
1094,244,266,3893
1095,342,266,5219
1096,1512,266,5219
1097,2908,267,5219
1098,3167,267,5219
1099,3299,267,3893
1100,3617,267,3893
1101,4011,267,5219
1102,4229,267,3893
1103,4519,267,3893
1104,4526,268,5219
1105,4603,268,5219
1106,5127,269,3893
1107,5931,269,5219
1108,6163,269,3893
1109,6255,269,5219
1110,6285,269,5219
1111,6586,269,5219
1112,7113,269,5219
1113,7566,269,5219
1114,7729,269,5219
1115,8071,270,5219
1116,8117,270,3893
1117,8151,270,5219
1118,8437,271,5219
1119,8765,271,5219
1120,8777,272,5219
1121,9695,273,5219
1122,9893,273,5219
1123,869,275,3893
1124,913,276,3893
1125,1011,276,3893
1126,1413,276,3893
1127,1505,276,3893
1128,1793,276,5219
1129,2011,276,5219
1130,2318,276,3893
1131,2806,277,5219
1132,2990,277,5219
1133,4155,277,3893
1134,4203,277,5219
1135,4234,277,5219
1136,4770,277,5219
1137,5138,277,3893
1138,5605,277,3893
1139,6199,277,3893
1140,6448,277,5219
1141,6704,277,3893
1142,6930,277,5219
1143,8860,277,5219
1144,9119,277,3893
1145,9286,277,3893
1146,9380,277,3893
1147,9521,277,3893
1148,9648,277,3893
1149,116,279,5219
1150,2585,279,5219
1151,3893,280,3893
1152,4496,280,5219
1153,5175,280,5219
1154,5219,280,3893
1155,5314,280,5219
1156,5334,280,3893
1157,5573,280,5219
1158,5913,280,3893
1159,7432,280,5219
1160,8059,281,3893
1161,9308,281,5219
1162,9785,281,3893
1163,9927,281,5219
1164,48,282,3893
1165,415,282,5219
1166,511,282,3893
1167,604,282,5219
1168,825,282,3893
1169,1045,282,3893
1170,1066,282,3893
1171,1361,282,3893
1172,1860,282,5219
1173,2540,282,3893
1174,2937,282,3893
1175,3043,282,5219
1176,3178,282,5219
1177,4535,282,3893
1178,4610,282,3893
1179,4669,282,3893
1180,4907,282,5219
1181,5006,282,5219
1182,5017,282,3893
1183,5640,282,5219
1184,5748,282,3893
1185,6334,282,5219
1186,6533,283,5219
1187,6676,283,3893
1188,6987,283,5219
1189,7689,284,3893
1190,8061,284,3893
1191,8289,284,3893
1192,8668,284,5219
1193,8749,284,5219
1194,8880,284,3893
1195,8965,284,5219
1196,9116,284,5219
1197,9132,285,3893
1198,9168,285,5219
1199,9373,285,5219
1200,9602,285,5219
1201,9821,285,5219
1202,2,286,3893
1203,113,286,3893
1204,1139,286,3893
1205,1711,286,5219
1206,2960,286,3893
1207,3565,287,3893
1208,3795,287,3893
1209,3949,287,5219
1210,4538,288,5219
1211,4597,288,5219
1212,5111,288,5219
1213,5756,288,3893
1214,5841,288,5219
1215,5867,288,3893
1216,6089,288,5219
1217,6091,288,5219
1218,6102,288,3893
1219,6283,289,3893
1220,6682,289,5219
1221,7443,289,5219
1222,8482,289,3893
1223,9088,289,3893
1224,9737,289,3893
1225,9990,289,3893
1226,493,290,3721
1227,860,290,4377
1228,959,290,4533
1229,1429,290,3721
1230,1650,290,4377
1231,3150,291,3721
1232,4505,292,3721
1233,4533,292,4533
1234,5351,293,4533
1235,6170,293,4377
1236,6427,293,3721
1237,6547,293,4533
1238,6640,293,4377
1239,6719,293,4533
1240,6822,293,3721
1241,7593,293,4377
1242,8045,294,4377
1243,8184,295,4377
1244,8366,295,3721
1245,9782,295,4377
1246,394,296,3721
1247,1205,296,3721
1248,1516,296,4377
1249,1826,296,4533
1250,2230,296,3721
1251,2449,296,4533
1252,2496,297,4533
1253,3268,297,4377
1254,3506,298,4533
1255,3721,298,4533
1256,4252,298,4533
1257,4714,298,4377
1258,5963,298,4377
1259,6113,298,3721
1260,6239,298,3721
1261,6690,298,4533
1262,6766,298,4533
1263,6837,298,4377
1264,7151,298,3721
1265,7465,299,3721
1266,7658,300,4533
1267,7868,301,4377
1268,7903,301,4533
1269,8339,301,4377
1270,9071,301,3721
1271,9217,301,4533
1272,1046,302,4377
1273,1055,302,4533
1274,1654,303,3721
1275,1809,303,4377
1276,2453,303,3721
1277,2520,303,4377
1278,2758,303,4533
1279,3099,303,4377
1280,3110,303,3721
1281,3255,303,4533
1282,3331,303,4377
1283,3605,303,3721
1284,4292,303,4533
1285,4327,303,4377
1286,4377,303,4533
1287,4440,304,3721
1288,4543,304,4533
1289,4878,304,4533
1290,4915,304,4377
1291,6233,304,4533
1292,6387,304,3721
1293,6430,304,3721
1294,6548,305,3721
1295,6927,306,4533
1296,7212,306,4533
1297,7506,306,4377
1298,7562,307,3721
1299,7769,307,4377
1300,7883,307,3721
1301,9216,307,3721
1302,9261,307,4533
1303,9560,308,4533
1304,448,309,9249
1305,919,309,9249
1306,1471,309,9249
1307,1493,309,9249
1308,2022,309,9249
1309,2272,309,4913
1310,2360,310,9249
1311,2674,310,4913
1312,3697,310,9249
1313,4321,310,9249
1314,4409,310,9249
1315,4417,310,9249
1316,5052,310,4913
1317,6349,310,4913
1318,6705,310,4913
1319,6977,310,4913
1320,7292,310,9249
1321,7396,311,9249
1322,7573,311,9249
1323,7797,311,4913
1324,7827,311,4913
1325,8436,311,9249
1326,8786,312,4913
1327,8825,312,9249
1328,9276,312,4913
1329,9706,312,4913
1330,9863,313,4913
1331,242,315,9249
1332,421,315,9249
1333,1044,315,9249
1334,1382,315,9249
1335,1718,315,9249
1336,2401,315,9249
1337,2716,315,4913
1338,2793,316,9249
1339,2868,316,9249
1340,3113,316,4913
1341,3463,316,9249
1342,3841,316,4913
1343,4023,316,4913
1344,4486,316,9249
1345,4842,316,9249
1346,4903,317,9249
1347,4913,317,4913
1348,5355,318,4913
1349,5620,318,9249
1350,5671,318,4913
1351,6076,318,9249
1352,6777,318,9249
1353,6911,318,4913
1354,6989,318,9249
1355,7119,318,9249
1356,7531,318,9249
1357,7895,318,9249
1358,8056,318,9249
1359,8312,318,9249
1360,8477,319,9249
1361,8981,319,9249
1362,9410,319,4913
1363,9458,319,9249
1364,9596,319,9249
1365,181,320,9249
1366,184,320,4913
1367,322,320,4913
1368,450,320,4913
1369,520,320,9249
1370,581,320,4913
1371,985,320,9249
1372,1028,320,4913
1373,1219,320,4913
1374,1686,321,4913
1375,1725,321,9249
1376,2159,321,4913
1377,2232,321,4913
1378,2465,322,4913
1379,2933,322,4913
1380,3350,322,9249
1381,3639,322,4913
1382,3849,322,9249
1383,4805,323,9249
1384,4883,323,4913
1385,5364,323,4913
1386,5471,323,4913
1387,5734,323,4913
1388,5853,323,9249
1389,6104,323,4913
1390,6207,323,9249
1391,7191,323,4913
1392,7502,323,4913
1393,8417,323,4913
1394,8564,323,4913
1395,8760,323,9249
